NAMESPACE            NAME                                            READY   STATUS    RESTARTS   AGE     IP             NODE                    NOMINATED NODE   READINESS GATES
kube-system          cilium-jhmvj                                    1/1     Running   0          51s     172.18.0.2     job7189-control-plane   <none>           <none>
kube-system          cilium-kc9cc                                    1/1     Running   0          67s     172.18.0.4     job7189-worker2         <none>           <none>
kube-system          cilium-operator-d5845585d-nwdlh                 1/1     Running   0          47m     172.18.0.4     job7189-worker2         <none>           <none>
kube-system          cilium-xqcm8                                    1/1     Running   0          67s     172.18.0.5     job7189-worker          <none>           <none>
kube-system          coredns-7d764666f9-fdskx                        1/1     Running   0          48m     10.244.3.132   job7189-worker          <none>           <none>
kube-system          coredns-7d764666f9-wjxtw                        1/1     Running   0          48m     10.244.3.56    job7189-worker          <none>           <none>
kube-system          etcd-job7189-control-plane                      1/1     Running   0          48m     172.18.0.2     job7189-control-plane   <none>           <none>
kube-system          hubble-relay-999c5cd6f-bjxxq                    1/1     Running   0          47m     10.244.3.191   job7189-worker          <none>           <none>
kube-system          hubble-ui-67d8bff4c4-67nj6                      2/2     Running   0          47m     10.244.3.101   job7189-worker          <none>           <none>
kube-system          kube-apiserver-job7189-control-plane            1/1     Running   0          48m     172.18.0.2     job7189-control-plane   <none>           <none>
kube-system          kube-controller-manager-job7189-control-plane   1/1     Running   0          48m     172.18.0.2     job7189-control-plane   <none>           <none>
kube-system          kube-proxy-5v7ks                                1/1     Running   0          47m     172.18.0.3     job7189-worker3         <none>           <none>
kube-system          kube-proxy-bw5ww                                1/1     Running   0          47m     172.18.0.4     job7189-worker2         <none>           <none>
kube-system          kube-proxy-mhswm                                1/1     Running   0          47m     172.18.0.5     job7189-worker          <none>           <none>
kube-system          kube-proxy-xwrk5                                1/1     Running   0          48m     172.18.0.2     job7189-control-plane   <none>           <none>
kube-system          kube-scheduler-job7189-control-plane            1/1     Running   0          48m     172.18.0.2     job7189-control-plane   <none>           <none>
local-path-storage   local-path-provisioner-67b8995b4b-jg9d5         1/1     Running   0          48m     10.244.3.16    job7189-worker          <none>           <none>
management           kafbat-65b9cdc895-km2b5                         1/1     Running   0          37m     10.244.2.192   job7189-worker3         <none>           <none>
management           phpmyadmin-7686567f7-d65l9                      1/1     Running   0          41m     10.244.1.249   job7189-worker2         <none>           <none>
monitoring           es-0                                            1/1     Running   0          36m     10.244.3.100   job7189-worker          <none>           <none>
monitoring           filebeat-mhljf                                  1/1     Running   0          35m     172.18.0.4     job7189-worker2         <none>           <none>
monitoring           filebeat-nrqb9                                  1/1     Running   0          35m     172.18.0.5     job7189-worker          <none>           <none>
monitoring           filebeat-sdnpm                                  1/1     Running   0          35m     172.18.0.3     job7189-worker3         <none>           <none>
monitoring           grafana-86855f9654-nz4w5                        1/1     Running   0          33m     10.244.1.174   job7189-worker2         <none>           <none>
monitoring           kibana-5d65d956cd-m2nbk                         1/1     Running   0          36m     10.244.2.79    job7189-worker3         <none>           <none>
monitoring           kube-state-metrics-68ffbf7df-t89zt              1/1     Running   0          2m50s   10.244.1.128   job7189-worker2         <none>           <none>
monitoring           node-exporter-5x7pk                             1/1     Running   0          3m5s    172.18.0.5     job7189-worker          <none>           <none>
monitoring           node-exporter-6f67z                             1/1     Running   0          3m5s    172.18.0.3     job7189-worker3         <none>           <none>
monitoring           node-exporter-grsr7                             1/1     Running   0          3m5s    172.18.0.2     job7189-control-plane   <none>           <none>
monitoring           node-exporter-ppdml                             1/1     Running   0          3m5s    172.18.0.4     job7189-worker2         <none>           <none>
monitoring           prometheus-7b64bd9bb9-2jqhf                     1/1     Running   0          34m     10.244.1.162   job7189-worker2         <none>           <none>
security             keycloak-64475597f7-qqvl5                       1/1     Running   0          40m     10.244.2.21    job7189-worker3         <none>           <none>
security             oauth2-proxy-b85468c47-ds2qv                    1/1     Running   0          36m     10.244.2.54    job7189-worker3         <none>           <none>
vault                vault-0                                         1/1     Running   0          42m     10.244.1.78    job7189-worker2         <none>           <none>
vault                vault-agent-agent-injector-c88f5b9bf-cvgtx      1/1     Running   0          41m     10.244.2.152   job7189-worker3         <none>           <none>
vault                vault-dev-75bfc76476-f4jpz                      1/1     Running   0          42m     10.244.1.141   job7189-worker2         <none>           <none>
