NAMESPACE            NAME                                            READY   STATUS    RESTARTS      AGE     IP                NODE        NOMINATED NODE   READINESS GATES
monitoring           node-exporter-wxxsv                             1/1     Running   0             67m     100.109.79.58     7189srv05   <none>           <none>
monitoring           prometheus-5665f77565-6znpr                     1/1     Running   0             108m    10.244.1.186      7189srv02   <none>           <none>
security             keycloak-7c84f7f8c-lt774                        1/1     Running   0             114m    10.244.1.13       7189srv02   <none>           <none>
security             oauth2-proxy-65dfd49bb7-t8m87                   1/1     Running   0             110m    10.244.1.227      7189srv02   <none>           <none>
spire                spiffe-csi-driver-7thch                         2/2     Running   0             37m     10.244.2.35       7189srv03   <none>           <none>
spire                spiffe-csi-driver-ld6ks                         2/2     Running   0             37m     10.244.4.190      7189srv05   <none>           <none>
spire                spiffe-csi-driver-psq9w                         2/2     Running   0             37m     10.244.1.47       7189srv02   <none>           <none>
spire                spire-agent-h5b22                               1/1     Running   0             37m     100.114.68.15     7189srv01   <none>           <none>
spire                spire-agent-n2zbp                               1/1     Running   0             37m     100.108.231.127   7189srv02   <none>           <none>
spire                spire-agent-r5c6c                               1/1     Running   0             37m     100.109.79.58     7189srv05   <none>           <none>
spire                spire-agent-tc9wt                               1/1     Running   0             37m     100.112.57.2      7189srv03   <none>           <none>
spire                spire-server-0                                  2/2     Running   2 (11m ago)   37m     10.244.4.239      7189srv05   <none>           <none>
vault                vault-0                                         1/1     Running   0             129m    10.244.4.226      7189srv05   <none>           <none>
vault                vault-agent-agent-injector-58b4d7489c-gnvdp     1/1     Running   0             128m    10.244.2.80       7189srv03   <none>           <none>
vault                vault-dev-7d4444cc49-w8pqv                      1/1     Running   0             129m    10.244.4.88       7189srv05   <none>           <none>
