NAME                                  AGE     VALID
allow-apps-egress-kafka               3h43m   True
allow-apps-intra-ns-services          3h43m   True
allow-dns-egress                      3h4m    True
allow-egress-vault-db                 3h4m    True
allow-identity-to-mysql               3h4m    True
allow-identity-to-vault               3h4m    True
allow-internal-identity               3h4m    True
allow-internal-job-to-workspace       3h4m    True
allow-kong-ingress                    3h4m    True
allow-testclient-egress-to-identity   3h4m    True
default-deny-all                      3h4m    False
default-deny-job7189-apps             3h4m    True
restrict-identity-api-l7              3h4m    True
