NAMESPACE            NAME                                            READY   STATUS    RESTARTS   AGE     IP             NODE                    NOMINATED NODE   READINESS GATES
cert-manager         cert-manager-5779d6596f-7hwvq                   1/1     Running   0          27m     10.244.1.96    job7189-worker          <none>           <none>
cert-manager         cert-manager-cainjector-5ddf6799cc-dsztl        1/1     Running   0          27m     10.244.3.49    job7189-worker2         <none>           <none>
cert-manager         cert-manager-webhook-5d4dc79c59-ljp5h           1/1     Running   0          27m     10.244.3.89    job7189-worker2         <none>           <none>
data                 kafka-0                                         1/1     Running   0          19m     10.244.1.11    job7189-worker          <none>           <none>
data                 mysql-668fc484f9-f2jzb                          1/1     Running   0          23m     10.244.3.189   job7189-worker2         <none>           <none>
gateway              kong-gateway-5fb8847568-2fqxb                   1/1     Running   0          18m     10.244.3.17    job7189-worker2         <none>           <none>
ingress-nginx        ingress-nginx-controller-7fbf5b4d96-7lr7s       1/1     Running   0          26m     10.244.1.134   job7189-worker          <none>           <none>
job7189-apps         candidate-service-6c5997647f-mpcxt              4/4     Running   0          10m     10.244.3.31    job7189-worker2         <none>           <none>
job7189-apps         candidate-service-redis-8dbc4444-w729z          1/1     Running   0          10m     10.244.2.121   job7189-worker3         <none>           <none>
job7189-apps         communication-service-66d8884964-z7rcn          4/4     Running   0          10m     10.244.2.129   job7189-worker3         <none>           <none>
job7189-apps         communication-service-redis-848bb44985-bhxks    1/1     Running   0          10m     10.244.3.205   job7189-worker2         <none>           <none>
job7189-apps         hiring-service-6d7c84bbc7-ftn62                 4/4     Running   0          10m     10.244.2.179   job7189-worker3         <none>           <none>
job7189-apps         hiring-service-redis-66467986cb-qjx5s           1/1     Running   0          10m     10.244.3.38    job7189-worker2         <none>           <none>
job7189-apps         identity-service-84dd5f9c9f-pkbs6               4/4     Running   0          10m     10.244.1.179   job7189-worker          <none>           <none>
job7189-apps         identity-service-redis-58bc5b5fdf-mhh4h         1/1     Running   0          10m     10.244.2.24    job7189-worker3         <none>           <none>
job7189-apps         job-service-d9f8fbd4d-pwd6v                     4/4     Running   0          10m     10.244.3.250   job7189-worker2         <none>           <none>
job7189-apps         job-service-redis-7d978bf878-94f9r              1/1     Running   0          10m     10.244.2.196   job7189-worker3         <none>           <none>
job7189-apps         storage-service-57fccf846f-smb8r                4/4     Running   0          10m     10.244.1.69    job7189-worker          <none>           <none>
job7189-apps         storage-service-redis-67999f7dd-gdctv           1/1     Running   0          10m     10.244.3.24    job7189-worker2         <none>           <none>
job7189-apps         workspace-service-56bd669975-5dj8x              4/4     Running   0          10m     10.244.3.140   job7189-worker2         <none>           <none>
