NAMESPACE            NAME                                            READY   STATUS             RESTARTS         AGE     IP             NODE                    NOMINATED NODE   READINESS GATES
monitoring           es-0                                            1/1     Running            0                5h22m   10.244.3.232   job7189-worker2         <none>           <none>
monitoring           filebeat-fm9hj                                  1/1     Running            0                5h21m   172.18.0.2     job7189-worker2         <none>           <none>
monitoring           filebeat-h2nhl                                  1/1     Running            0                5h21m   172.18.0.5     job7189-worker3         <none>           <none>
monitoring           filebeat-wb5zv                                  1/1     Running            0                5h21m   172.18.0.4     job7189-worker          <none>           <none>
monitoring           grafana-77fcc4b588-vjfn8                        1/1     Running            0                5h20m   10.244.2.92    job7189-worker          <none>           <none>
monitoring           kibana-55f7f8646d-v94gj                         1/1     Running            0                5h22m   10.244.1.2     job7189-worker3         <none>           <none>
monitoring           kube-state-metrics-68ffbf7df-kc7mr              1/1     Running            0                5h10m   10.244.2.221   job7189-worker          <none>           <none>
monitoring           kube-state-metrics-6b448bf5f6-7psjd             0/1     CrashLoopBackOff   58 (3m42s ago)   168m    10.244.1.236   job7189-worker3         <none>           <none>
monitoring           node-exporter-ffg7w                             1/1     Running            0                5h2m    172.18.0.2     job7189-worker2         <none>           <none>
monitoring           node-exporter-g9692                             1/1     Running            0                5h4m    172.18.0.3     job7189-control-plane   <none>           <none>
monitoring           node-exporter-qs72p                             1/1     Running            0                5h3m    172.18.0.4     job7189-worker          <none>           <none>
monitoring           node-exporter-twrr9                             1/1     Running            0                5h3m    172.18.0.5     job7189-worker3         <none>           <none>
monitoring           prometheus-5d7cfdfd4b-vmxvp                     1/1     Running            0                5h20m   10.244.2.91    job7189-worker          <none>           <none>
security             keycloak-67c5bdcbf9-hnv8n                       1/1     Running            0                5h27m   10.244.1.192   job7189-worker3         <none>           <none>
security             oauth2-proxy-6bd4c7b597-s955x                   1/1     Running            0                5h23m   10.244.1.223   job7189-worker3         <none>           <none>
security             zta-pdp-5b566fb9f4-bhb45                        1/1     Running            1 (29m ago)      168m    10.244.1.81    job7189-worker3         <none>           <none>
spire                spiffe-csi-driver-4nksg                         2/2     Running            0                91m     10.244.1.105   job7189-worker3         <none>           <none>
spire                spiffe-csi-driver-sb7fb                         2/2     Running            0                91m     10.244.2.43    job7189-worker          <none>           <none>
spire                spiffe-csi-driver-vfwzf                         2/2     Running            0                91m     10.244.3.109   job7189-worker2         <none>           <none>
spire                spire-agent-4gt6g                               1/1     Running            0                91m     172.18.0.2     job7189-worker2         <none>           <none>
spire                spire-agent-6stv2                               1/1     Running            0                91m     172.18.0.3     job7189-control-plane   <none>           <none>
spire                spire-agent-pqdsm                               1/1     Running            0                91m     172.18.0.4     job7189-worker          <none>           <none>
spire                spire-agent-qxx2h                               1/1     Running            0                91m     172.18.0.5     job7189-worker3         <none>           <none>
spire                spire-server-0                                  2/2     Running            2 (26m ago)      91m     10.244.1.139   job7189-worker3         <none>           <none>
vault                vault-0                                         1/1     Running            0                5h31m   10.244.2.117   job7189-worker          <none>           <none>
vault                vault-agent-agent-injector-59999f8dd-htq4t      1/1     Running            0                4h3m    10.244.3.54    job7189-worker2         <none>           <none>
vault                vault-dev-858fd5cd6b-d2gkj                      1/1     Running            0                5h31m   10.244.2.143   job7189-worker          <none>           <none>
