NAMESPACE            NAME                                            READY   STATUS      RESTARTS         AGE     IP                NODE        NOMINATED NODE   READINESS GATES
cert-manager         cert-manager-bbc84b684-b6btl                    1/1     Running     3 (104m ago)     2d5h    10.244.1.28       7189srv02   <none>           <none>
cert-manager         cert-manager-cainjector-67fd5f9578-xtt9n        1/1     Running     3 (104m ago)     2d5h    10.244.1.42       7189srv02   <none>           <none>
cert-manager         cert-manager-webhook-5b7d7fbfbd-rvlm2           1/1     Running     32 (104m ago)    2d5h    10.244.1.68       7189srv02   <none>           <none>
cosign-system        policy-controller-webhook-6c487dcfdc-ptqcd      1/1     Running     7 (100m ago)     32h     10.244.2.229      7189srv03   <none>           <none>
data                 kafka-0                                         1/1     Running     0                99m     10.244.4.125      7189srv05   <none>           <none>
data                 mysql-f5fb77767-jpsvf                           1/1     Running     0                99m     10.244.4.205      7189srv05   <none>           <none>
gatekeeper-system    gatekeeper-controller-manager-f87d7d679-b8cvg   1/1     Running     28 (104m ago)    2d5h    10.244.1.39       7189srv02   <none>           <none>
gateway              kong-gateway-c76c76957-tpv5p                    1/1     Running     1 (102m ago)     8h      10.244.4.56       7189srv05   <none>           <none>
ingress-nginx        ingress-nginx-controller-56b4cd4657-qbvcb       1/1     Running     2 (104m ago)     29h     10.244.1.79       7189srv02   <none>           <none>
job7189-apps         candidate-service-757f4d5bf6-sn5kf              4/4     Running     0                92m     10.244.1.80       7189srv02   <none>           <none>
job7189-apps         candidate-service-redis-66894cc865-pn5nz        1/1     Running     0                92m     10.244.4.57       7189srv05   <none>           <none>
job7189-apps         communication-service-577476f5c5-7r2fp          4/4     Running     0                92m     10.244.1.155      7189srv02   <none>           <none>
job7189-apps         communication-service-redis-56b455d444-kbnb7    1/1     Running     0                92m     10.244.4.105      7189srv05   <none>           <none>
job7189-apps         hiring-service-9f76fcd5-t98x5                   4/4     Running     0                92m     10.244.2.243      7189srv03   <none>           <none>
job7189-apps         hiring-service-redis-79d7899cc6-955z2           1/1     Running     0                92m     10.244.4.216      7189srv05   <none>           <none>
job7189-apps         identity-service-67887999d5-pmlsg               4/4     Running     0                93m     10.244.1.2        7189srv02   <none>           <none>
job7189-apps         identity-service-redis-795c8dfb48-wsc68         1/1     Running     0                93m     10.244.1.127      7189srv02   <none>           <none>
job7189-apps         job-service-5d88f67f9d-dwvns                    4/4     Running     0                93m     10.244.1.151      7189srv02   <none>           <none>
job7189-apps         job-service-redis-5f776497c8-zwvbq              1/1     Running     0                93m     10.244.1.111      7189srv02   <none>           <none>
job7189-apps         jwt-probe-20260603-222854                       0/1     Error       0                63s     10.244.4.83       7189srv05   <none>           <none>
job7189-apps         lateral-attacker-20260603-222854                0/1     Error       0                2m4s    10.244.4.196      7189srv05   <none>           <none>
job7189-apps         storage-service-6c86f88998-x58r8                4/4     Running     0                92m     10.244.2.24       7189srv03   <none>           <none>
job7189-apps         storage-service-redis-7545b79f4d-jw4v9          1/1     Running     0                92m     10.244.4.99       7189srv05   <none>           <none>
job7189-apps         workspace-service-d97f54fc5-f2lm8               4/4     Running     0                92m     10.244.1.108      7189srv02   <none>           <none>
job7189-apps         workspace-service-redis-7db5df86b5-5d2mg        1/1     Running     0                92m     10.244.2.222      7189srv03   <none>           <none>
kube-system          cilium-55727                                    1/1     Running     17 (102m ago)    9d      172.16.82.128     7189srv05   <none>           <none>
kube-system          cilium-envoy-fkb5x                              1/1     Running     19 (102m ago)    9d      172.16.82.128     7189srv05   <none>           <none>
kube-system          cilium-envoy-tdnfg                              1/1     Running     15 (104m ago)    9d      100.108.231.127   7189srv02   <none>           <none>
kube-system          cilium-envoy-vpshq                              1/1     Running     15 (103m ago)    9d      100.114.68.15     7189srv01   <none>           <none>
kube-system          cilium-envoy-z4ks4                              1/1     Running     15 (104m ago)    9d      100.112.57.2      7189srv03   <none>           <none>
kube-system          cilium-f548s                                    1/1     Running     15 (103m ago)    9d      100.114.68.15     7189srv01   <none>           <none>
kube-system          cilium-fsntm                                    1/1     Running     15 (104m ago)    9d      100.108.231.127   7189srv02   <none>           <none>
kube-system          cilium-operator-74c98fff9d-nn59f                1/1     Running     9 (4m8s ago)     2d5h    100.114.68.15     7189srv01   <none>           <none>
kube-system          cilium-xmj2n                                    1/1     Running     15 (104m ago)    9d      100.112.57.2      7189srv03   <none>           <none>
kube-system          coredns-6cf5f79cf9-rzrpv                        1/1     Running     4 (103m ago)     2d13h   10.244.0.13       7189srv01   <none>           <none>
kube-system          coredns-6cf5f79cf9-wl8dk                        1/1     Running     0                100m    10.244.4.143      7189srv05   <none>           <none>
kube-system          etcd-7189srv01                                  1/1     Running     56 (103m ago)    22d     100.114.68.15     7189srv01   <none>           <none>
kube-system          hubble-relay-7c66999c8-6sjlw                    1/1     Running     7 (99m ago)      2d5h    10.244.1.43       7189srv02   <none>           <none>
kube-system          hubble-ui-7858459f57-nrhqw                      2/2     Running     25 (104m ago)    2d5h    10.244.1.160      7189srv02   <none>           <none>
kube-system          kube-apiserver-7189srv01                        1/1     Running     56 (103m ago)    22d     100.114.68.15     7189srv01   <none>           <none>
kube-system          kube-controller-manager-7189srv01               1/1     Running     37 (103m ago)    22d     100.114.68.15     7189srv01   <none>           <none>
kube-system          kube-scheduler-7189srv01                        1/1     Running     37 (103m ago)    22d     100.114.68.15     7189srv01   <none>           <none>
kube-system          metrics-server-8454bcb474-8stzs                 1/1     Running     2 (104m ago)     34h     10.244.2.142      7189srv03   <none>           <none>
kube-system          tetragon-8gcfs                                  2/2     Running     64 (101m ago)    10d     172.16.82.128     7189srv05   <none>           <none>
kube-system          tetragon-fjpd7                                  2/2     Running     48 (102m ago)    10d     100.112.57.2      7189srv03   <none>           <none>
kube-system          tetragon-m7qvb                                  2/2     Running     48 (102m ago)    10d     100.108.231.127   7189srv02   <none>           <none>
kube-system          tetragon-operator-5dd7674d4d-wn6jr              1/1     Running     28 (104m ago)    2d5h    10.244.1.84       7189srv02   <none>           <none>
local-path-storage   local-path-provisioner-79874bcbd9-94pgw         1/1     Running     3 (104m ago)     2d5h    10.244.1.121      7189srv02   <none>           <none>
monitoring           es-0                                            1/1     Running     3                2d2h    10.244.2.76       7189srv03   <none>           <none>
monitoring           filebeat-4phnd                                  1/1     Running     3 (104m ago)     2d1h    100.112.57.2      7189srv03   <none>           <none>
monitoring           filebeat-6s442                                  1/1     Running     3 (102m ago)     2d1h    172.16.82.128     7189srv05   <none>           <none>
