NAMESPACE            NAME                                                    READY   STATUS        RESTARTS        AGE     IP                NODE        NOMINATED NODE   READINESS GATES
monitoring           kube-state-metrics-678985f974-4vns7                     1/1     Running       9 (30m ago)     35h     10.244.2.95       7189srv03   <none>           <none>
monitoring           node-exporter-r96vc                                     1/1     Running       44 (30m ago)    29d     100.114.68.15     7189srv01   <none>           <none>
monitoring           node-exporter-r9csz                                     1/1     Running       45 (30m ago)    29d     100.108.231.127   7189srv02   <none>           <none>
monitoring           node-exporter-vlt88                                     1/1     Running       45 (30m ago)    29d     100.112.57.2      7189srv03   <none>           <none>
monitoring           node-exporter-wtnmz                                     1/1     Running       50 (29m ago)    29d     172.16.82.128     7189srv05   <none>           <none>
monitoring           prometheus-5dbd69b7b-6qgjx                              1/1     Running       1 (30m ago)     6h22m   10.244.1.17       7189srv02   <none>           <none>
security-cdm         scan-vulnerabilityreport-64d7f4c959-96kwp               0/1     Init:0/1      0               16s     10.244.2.208      7189srv03   <none>           <none>
security-cdm         scan-vulnerabilityreport-7ddc68d788-7mlkb               1/5     Terminating   0               5m24s   10.244.2.169      7189srv03   <none>           <none>
security-cdm         trivy-operator-77fcc94d9f-5qggz                         1/1     Running       1 (30m ago)     6h16m   10.244.2.64       7189srv03   <none>           <none>
security             keycloak-5b45bcbdd4-95p7n                               1/1     Running       0               22m     10.244.1.89       7189srv02   <none>           <none>
security             oauth2-proxy-867df54b46-jvhrj                           1/1     Running       1 (30m ago)     12h     10.244.2.157      7189srv03   <none>           <none>
security             opa-79d477b6cc-btp2r                                    2/2     Running       34 (30m ago)    11d     10.244.2.82       7189srv03   <none>           <none>
security             zta-pdp-5bc48b78bd-9xt98                                1/1     Running       9 (30m ago)     6d10h   10.244.2.31       7189srv03   <none>           <none>
spire                spiffe-csi-driver-7thch                                 2/2     Running       88 (30m ago)    29d     10.244.2.158      7189srv03   <none>           <none>
spire                spiffe-csi-driver-ld6ks                                 2/2     Running       116 (29m ago)   29d     10.244.4.196      7189srv05   <none>           <none>
spire                spiffe-csi-driver-psq9w                                 2/2     Running       96 (30m ago)    29d     10.244.1.76       7189srv02   <none>           <none>
spire                spire-agent-hvh2g                                       1/1     Running       30 (30m ago)    18d     100.114.68.15     7189srv01   <none>           <none>
spire                spire-agent-n2zbp                                       1/1     Running       57 (30m ago)    29d     100.108.231.127   7189srv02   <none>           <none>
spire                spire-agent-r5c6c                                       1/1     Running       65 (29m ago)    29d     172.16.82.128     7189srv05   <none>           <none>
spire                spire-agent-tc9wt                                       1/1     Running       50 (30m ago)    29d     100.112.57.2      7189srv03   <none>           <none>
spire                spire-server-0                                          2/2     Running       46 (29m ago)    5d21h   10.244.4.138      7189srv05   <none>           <none>
spire                spire-spiffe-oidc-discovery-provider-557bbd97b7-sfdrr   2/2     Running       34 (30m ago)    5d4h    10.244.1.20       7189srv02   <none>           <none>
vault                vault-0                                                 1/1     Running       0               23m     10.244.4.147      7189srv05   <none>           <none>
vault                vault-agent-agent-injector-58b4d7489c-t822g             1/1     Running       9 (29m ago)     5d21h   10.244.4.24       7189srv05   <none>           <none>
vault                vault-dev-7d4444cc49-j5tkn                              1/1     Running       1 (29m ago)     12h     10.244.4.100      7189srv05   <none>           <none>
