NAMESPACE            NAME                                            READY   STATUS    RESTARTS         AGE     IP             NODE                    NOMINATED NODE   READINESS GATES
cert-manager         cert-manager-5779d6596f-bgmtn                   1/1     Running   0                5h7m    10.244.2.126   job7189-worker3         <none>           <none>
cert-manager         cert-manager-cainjector-5ddf6799cc-pnqhl        1/1     Running   0                5h7m    10.244.2.177   job7189-worker3         <none>           <none>
cert-manager         cert-manager-webhook-5d4dc79c59-knvh6           1/1     Running   0                5h7m    10.244.3.147   job7189-worker2         <none>           <none>
data                 kafka-0                                         1/1     Running   0                4h59m   10.244.1.84    job7189-worker          <none>           <none>
data                 mysql-778599c76b-spjzf                          1/1     Running   0                5h3m    10.244.3.11    job7189-worker2         <none>           <none>
gateway              kong-gateway-65f9cc5c77-st4jw                   1/1     Running   0                4h59m   10.244.3.116   job7189-worker2         <none>           <none>
ingress-nginx        ingress-nginx-controller-7fbf5b4d96-6jl24       1/1     Running   0                5h7m    10.244.2.2     job7189-worker3         <none>           <none>
job7189-apps         candidate-service-679f888588-ng84h              4/4     Running   0                4h53m   10.244.2.171   job7189-worker3         <none>           <none>
job7189-apps         candidate-service-redis-7b7b888d55-j7zht        1/1     Running   0                4h53m   10.244.1.155   job7189-worker          <none>           <none>
job7189-apps         communication-service-5bfbb46df5-9sjrz          4/4     Running   3 (5m31s ago)    4h53m   10.244.3.225   job7189-worker2         <none>           <none>
job7189-apps         communication-service-redis-8478c6c85d-k75sd    1/1     Running   0                4h53m   10.244.3.238   job7189-worker2         <none>           <none>
job7189-apps         hiring-service-5f4765cb86-zlcpv                 4/4     Running   0                4h53m   10.244.1.167   job7189-worker          <none>           <none>
job7189-apps         hiring-service-redis-f59fdd58c-ftsn8            1/1     Running   0                4h53m   10.244.3.51    job7189-worker2         <none>           <none>
job7189-apps         identity-service-6b6786795b-r24vg               4/4     Running   0                4h53m   10.244.3.143   job7189-worker2         <none>           <none>
job7189-apps         identity-service-redis-7b849c7c78-br758         1/1     Running   0                4h53m   10.244.1.185   job7189-worker          <none>           <none>
job7189-apps         job-service-7f7d9b7595-phl85                    4/4     Running   0                4h53m   10.244.2.206   job7189-worker3         <none>           <none>
job7189-apps         job-service-redis-7649f65845-q9lqs              1/1     Running   0                4h53m   10.244.1.48    job7189-worker          <none>           <none>
job7189-apps         storage-service-589b454764-f4qqm                4/4     Running   0                4h53m   10.244.1.68    job7189-worker          <none>           <none>
job7189-apps         storage-service-redis-686988956c-jfctn          1/1     Running   0                4h53m   10.244.3.211   job7189-worker2         <none>           <none>
job7189-apps         workspace-service-7bccfb9cd6-4twwn              4/4     Running   0                4h53m   10.244.2.240   job7189-worker3         <none>           <none>
job7189-apps         workspace-service-redis-6bf897c4d7-dzc78        1/1     Running   0                4h53m   10.244.2.14    job7189-worker3         <none>           <none>
kube-system          cilium-8wgpw                                    1/1     Running   0                4h9m    172.18.0.4     job7189-worker          <none>           <none>
kube-system          cilium-9fbfw                                    1/1     Running   0                4h8m    172.18.0.3     job7189-worker3         <none>           <none>
kube-system          cilium-9fslc                                    1/1     Running   0                4h9m    172.18.0.2     job7189-control-plane   <none>           <none>
kube-system          cilium-bshwt                                    1/1     Running   0                4h8m    172.18.0.5     job7189-worker2         <none>           <none>
kube-system          cilium-envoy-7cq26                              1/1     Running   0                5h9m    172.18.0.5     job7189-worker2         <none>           <none>
kube-system          cilium-envoy-9jrws                              1/1     Running   0                5h9m    172.18.0.3     job7189-worker3         <none>           <none>
