NAMESPACE            NAME                                            READY   STATUS    RESTARTS   AGE     IP             NODE                    NOMINATED NODE   READINESS GATES
cert-manager         cert-manager-5779d6596f-fzlzw                   1/1     Running   0          98m     10.244.3.102   job7189-worker3         <none>           <none>
cert-manager         cert-manager-cainjector-5ddf6799cc-gr4cd        1/1     Running   0          98m     10.244.3.232   job7189-worker3         <none>           <none>
cert-manager         cert-manager-webhook-5d4dc79c59-f99ch           1/1     Running   0          98m     10.244.4.111   job7189-worker2         <none>           <none>
cosign-system        policy-controller-webhook-76f9d45bf4-7sndb      1/1     Running   0          59m     10.244.3.186   job7189-worker3         <none>           <none>
data                 kafka-0                                         1/1     Running   0          83m     10.244.3.176   job7189-worker3         <none>           <none>
data                 mysql-668fc484f9-44vcp                          1/1     Running   0          88m     10.244.4.185   job7189-worker2         <none>           <none>
gatekeeper-system    gatekeeper-audit-85f79bd77b-tx5bb               1/1     Running   0          3m5s    10.244.1.205   job7189-worker          <none>           <none>
gatekeeper-system    gatekeeper-controller-manager-b9894d9-tlpxh     1/1     Running   0          3m5s    10.244.1.227   job7189-worker          <none>           <none>
gateway              kong-gateway-5fb8847568-v6gnl                   1/1     Running   0          82m     10.244.1.25    job7189-worker          <none>           <none>
ingress-nginx        ingress-nginx-controller-7fbf5b4d96-npcfk       1/1     Running   0          97m     10.244.4.249   job7189-worker2         <none>           <none>
job7189-apps         candidate-service-649bd85c9c-s2nzg              4/4     Running   0          60m     10.244.4.189   job7189-worker2         <none>           <none>
job7189-apps         candidate-service-redis-8dbc4444-plkdc          1/1     Running   0          74m     10.244.1.108   job7189-worker          <none>           <none>
job7189-apps         communication-service-7c6bbc9db6-xsqmf          4/4     Running   0          60m     10.244.3.131   job7189-worker3         <none>           <none>
job7189-apps         communication-service-redis-848bb44985-gm29d    1/1     Running   0          74m     10.244.1.55    job7189-worker          <none>           <none>
job7189-apps         hiring-service-7d477c57bc-hm62t                 4/4     Running   0          60m     10.244.1.155   job7189-worker          <none>           <none>
job7189-apps         hiring-service-redis-66467986cb-6gqbg           1/1     Running   0          74m     10.244.3.105   job7189-worker3         <none>           <none>
job7189-apps         identity-service-79bbf6c76d-ljqt6               4/4     Running   0          60m     10.244.4.147   job7189-worker2         <none>           <none>
job7189-apps         identity-service-redis-58bc5b5fdf-6cz9h         1/1     Running   0          74m     10.244.3.177   job7189-worker3         <none>           <none>
job7189-apps         job-service-55c6d86596-n5dl8                    4/4     Running   0          60m     10.244.3.31    job7189-worker3         <none>           <none>
job7189-apps         job-service-redis-7d978bf878-tnsms              1/1     Running   0          74m     10.244.3.112   job7189-worker3         <none>           <none>
job7189-apps         storage-service-566dd9c75c-mrtkk                4/4     Running   0          59m     10.244.1.240   job7189-worker          <none>           <none>
job7189-apps         storage-service-redis-67999f7dd-qzm6z           1/1     Running   0          74m     10.244.3.231   job7189-worker3         <none>           <none>
job7189-apps         workspace-service-f8bd99b6f-xltwt               4/4     Running   0          59m     10.244.4.70    job7189-worker2         <none>           <none>
job7189-apps         workspace-service-redis-76b9bf6b4d-5sh8f        1/1     Running   0          74m     10.244.3.172   job7189-worker3         <none>           <none>
kube-system          cilium-69hjg                                    1/1     Running   0          56m     172.18.0.2     job7189-worker          <none>           <none>
kube-system          cilium-envoy-gllkd                              1/1     Running   0          102m    172.18.0.4     job7189-worker2         <none>           <none>
kube-system          cilium-envoy-mfswm                              1/1     Running   0          102m    172.18.0.3     job7189-worker3         <none>           <none>
kube-system          cilium-envoy-vsxqn                              1/1     Running   0          102m    172.18.0.2     job7189-worker          <none>           <none>
kube-system          cilium-envoy-wtzmc                              1/1     Running   0          102m    172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          cilium-gbg7n                                    1/1     Running   0          56m     172.18.0.3     job7189-worker3         <none>           <none>
kube-system          cilium-operator-788c799db4-dshrc                1/1     Running   0          102m    172.18.0.4     job7189-worker2         <none>           <none>
kube-system          cilium-smfsw                                    1/1     Running   0          57m     172.18.0.4     job7189-worker2         <none>           <none>
kube-system          cilium-vvtx9                                    1/1     Running   0          57m     172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          coredns-7d764666f9-9n2ct                        1/1     Running   0          102m    10.244.0.144   job7189-control-plane   <none>           <none>
kube-system          coredns-7d764666f9-bsg6d                        1/1     Running   0          102m    10.244.0.219   job7189-control-plane   <none>           <none>
kube-system          etcd-job7189-control-plane                      1/1     Running   0          102m    172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          hubble-relay-999c5cd6f-728c8                    1/1     Running   0          102m    10.244.1.116   job7189-worker          <none>           <none>
kube-system          hubble-ui-67d8bff4c4-w8mcl                      2/2     Running   0          102m    10.244.1.12    job7189-worker          <none>           <none>
kube-system          kube-apiserver-job7189-control-plane            1/1     Running   0          102m    172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          kube-controller-manager-job7189-control-plane   1/1     Running   0          102m    172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          kube-proxy-p9tgk                                1/1     Running   0          102m    172.18.0.2     job7189-worker          <none>           <none>
kube-system          kube-proxy-qtngt                                1/1     Running   0          102m    172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          kube-proxy-s4rbd                                1/1     Running   0          102m    172.18.0.3     job7189-worker3         <none>           <none>
kube-system          kube-proxy-szcv7                                1/1     Running   0          102m    172.18.0.4     job7189-worker2         <none>           <none>
kube-system          kube-scheduler-job7189-control-plane            1/1     Running   0          102m    172.18.0.5     job7189-control-plane   <none>           <none>
kube-system          metrics-server-94d8f7d95-hdt9v                  1/1     Running   0          94m     10.244.3.203   job7189-worker3         <none>           <none>
kube-system          tetragon-46x75                                  2/2     Running   0          65m     172.18.0.4     job7189-worker2         <none>           <none>
kube-system          tetragon-c6j5q                                  2/2     Running   0          65m     172.18.0.3     job7189-worker3         <none>           <none>
kube-system          tetragon-operator-6f8b69c8d5-46658              1/1     Running   0          65m     10.244.4.213   job7189-worker2         <none>           <none>
kube-system          tetragon-wgnqp                                  2/2     Running   0          65m     172.18.0.2     job7189-worker          <none>           <none>
local-path-storage   local-path-provisioner-67b8995b4b-fxdht         1/1     Running   0          102m    10.244.0.40    job7189-control-plane   <none>           <none>
monitoring           es-0                                            1/1     Running   0          81m     10.244.1.229   job7189-worker          <none>           <none>
monitoring           filebeat-4zmsd                                  1/1     Running   0          32m     172.18.0.3     job7189-worker3         <none>           <none>
monitoring           filebeat-mgl5f                                  1/1     Running   0          32m     172.18.0.2     job7189-worker          <none>           <none>
monitoring           filebeat-nr9jf                                  1/1     Running   0          32m     172.18.0.4     job7189-worker2         <none>           <none>
monitoring           hubble-flow-shipper-6477l                       1/1     Running   0          55m     10.244.0.12    job7189-control-plane   <none>           <none>
monitoring           hubble-flow-shipper-hsjnt                       1/1     Running   0          55m     10.244.1.252   job7189-worker          <none>           <none>
monitoring           hubble-flow-shipper-ppk4n                       1/1     Running   0          55m     10.244.3.182   job7189-worker3         <none>           <none>
monitoring           hubble-flow-shipper-svwcg                       1/1     Running   0          55m     10.244.4.49    job7189-worker2         <none>           <none>
monitoring           kube-state-metrics-856b75dfd5-xtr5w             1/1     Running   0          66m     10.244.3.159   job7189-worker3         <none>           <none>
monitoring           node-exporter-59dp9                             1/1     Running   0          66m     172.18.0.2     job7189-worker          <none>           <none>
monitoring           node-exporter-br87h                             1/1     Running   0          66m     172.18.0.5     job7189-control-plane   <none>           <none>
monitoring           node-exporter-jd8rl                             1/1     Running   0          65m     172.18.0.4     job7189-worker2         <none>           <none>
monitoring           node-exporter-qlbsq                             1/1     Running   0          65m     172.18.0.3     job7189-worker3         <none>           <none>
monitoring           prometheus-5d7cfdfd4b-xqvh5                     1/1     Running   0          79m     10.244.3.3     job7189-worker3         <none>           <none>
security             keycloak-7657998b6f-rdb2s                       1/1     Running   0          86m     10.244.4.241   job7189-worker2         <none>           <none>
security             oauth2-proxy-679496c958-rm5px                   1/1     Running   0          82m     10.244.3.217   job7189-worker3         <none>           <none>
security             zta-pdp-5dd55df67d-vzm5g                        1/1     Running   0          2m13s   10.244.1.46    job7189-worker          <none>           <none>
spire                spiffe-csi-driver-9kdxq                         2/2     Running   0          64m     10.244.1.249   job7189-worker          <none>           <none>
spire                spiffe-csi-driver-gxkld                         2/2     Running   0          64m     10.244.4.12    job7189-worker2         <none>           <none>
spire                spiffe-csi-driver-t7sjd                         2/2     Running   0          64m     10.244.3.44    job7189-worker3         <none>           <none>
spire                spire-agent-22h6p                               1/1     Running   0          64m     172.18.0.4     job7189-worker2         <none>           <none>
spire                spire-agent-4q2kj                               1/1     Running   0          64m     172.18.0.5     job7189-control-plane   <none>           <none>
spire                spire-agent-9vshr                               1/1     Running   0          64m     172.18.0.2     job7189-worker          <none>           <none>
spire                spire-agent-cfz4x                               1/1     Running   0          64m     172.18.0.3     job7189-worker3         <none>           <none>
spire                spire-server-0                                  2/2     Running   0          64m     10.244.3.20    job7189-worker3         <none>           <none>
vault                vault-0                                         1/1     Running   0          89m     10.244.3.47    job7189-worker3         <none>           <none>
